id,ref,nombre,usd,costoAntes,costoDespues,precioAntes,precioDespues
"9222","038260786-0030","NJ307-E-XL-M1A-C3","76.16875500000002","971.15","971.15","1942.3","1942.3"
"9223","016736125-0000","NJ307-E-XL-TVP2","35.84412","457.01","457.01","914.02","914.02"
"9224","016736125-0030","NJ307-E-XL-TVP2-C3","35.84412","457.01","457.01","914.02","914.02"
"9225","019227787-0000","NJ308-E-XL-JP1","50.842994999999995","648.25","648.25","1296.5","1296.5"
"9226","019227787-0030","NJ308-E-XL-JP1-C3","50.842994999999995","648.25","648.25","1296.5","1296.5"
"9227","016736141-0000","NJ308-E-XL-M1","90.08260499999997","1148.55","1148.55","2297.1","2297.1"
"9228","016736141-0030","NJ308-E-XL-M1-C3","90.08260499999997","1148.55","1148.55","2297.1","2297.1"
"9229","016736141-0040","NJ308-E-XL-M1-C4","97.66501500000001","1245.23","1245.23","2490.46","2490.46"
"9230","019007841-0030","NJ308-E-XL-M1A-C3","90.08260499999997","1148.55","1148.55","2297.1","2297.1"
"9231","019007841-0040","NJ308-E-XL-M1A-C4","97.690545","1245.55","1245.55","2491.1","2491.1"
"9232","016736184-0000","NJ308-E-XL-TVP2","44.664735","569.48","569.48","1138.96","1138.96"
"9233","016736184-0030","NJ308-E-XL-TVP2-C3","44.664735","569.48","569.48","1138.96","1138.96"
"9234","016736184-0040","NJ308-E-XL-TVP2-C4","49.617554999999996","632.62","632.62","1265.24","1265.24"
"9235","019227817-0040","NJ308-E-XL-TVP2-QP51-C4","61.386885000000014","782.68","782.68","1565.36","1565.36"
"9236","019227825-0000","NJ309-E-XL-JP1","67.11837","855.76","855.76","1711.52","1711.52"
"9237","068186711-0030","NJ309-E-XL-JP3-C3","67.11837","855.76","855.76","1711.52","1711.52"
"9238","016736222-0000","NJ309-E-XL-M1","97.23100499999998","1239.7","1239.7","2479.4","2479.4"
"9239","016736222-0030","NJ309-E-XL-M1-C3","97.23100499999998","1239.7","1239.7","2479.4","2479.4"
"9240","093329750-0030","NJ309-E-XL-M1-C3>A","97.23100499999998","1239.7","1239.7","2479.4","2479.4"
"9241","016736222-0040","NJ309-E-XL-M1-C4","106.88134499999998","1362.74","1362.74","2725.48","2725.48"
"9242","016736265-0000","NJ309-E-XL-TVP2","53.115165","677.22","677.22","1354.44","1354.44"
"9243","016736265-0030","NJ309-E-XL-TVP2-C3","53.115165","677.22","677.22","1354.44","1354.44"
"9244","093329768-0030","NJ309-E-XL-TVP2-C3>A","53.115165","677.22","677.22","1354.44","1354.44"
"9245","016736265-0040","NJ309-E-XL-TVP2-C4","58.463699999999996","745.41","745.41","1490.82","1490.82"
"9246","093329768-0040","NJ309-E-XL-TVP2-C4>A","61.003935000000006","777.8","777.8","1555.6","1555.6"
"9247","038907895-0040","NJ309-E-XL-TVP2-QP51-C4","72.99027","930.63","930.63","1861.26","1861.26"
"9248","019007850-0000","NJ310-E-XL-M1","120.34842","1534.44","1534.44","3068.88","3068.88"
"9249","019007850-0030","NJ310-E-XL-M1-C3","120.34842","1534.44","1534.44","3068.88","3068.88"
"9250","093331134-0030","NJ310-E-XL-M1-C3>A","120.34842","1534.44","1534.44","3068.88","3068.88"
"9251","019007850-0040","NJ310-E-XL-M1-C4","136.981215","1746.51","1746.51","3493.02","3493.02"
"9252","093331134-0040","NJ310-E-XL-M1-C4>A","136.981215","1746.51","1746.51","3493.02","3493.02"
"9253","038260832-0030","NJ310-E-XL-M1A-C3","120.34842","1534.44","1534.44","3068.88","3068.88"
"9254","038260832-0040","NJ310-E-XL-M1A-C4","145.18911","1851.16","1851.16","3702.32","3702.32"
"9255","038260824-0040","NJ310-E-XL-M1A-QP51-C4","165.53652000000002","2110.59","2110.59","4221.18","4221.18"
"9256","016736303-0000","NJ310-E-XL-TVP2","62.77827","800.42","800.42","1600.84","1600.84"
"9257","016736303-0030","NJ310-E-XL-TVP2-C3","62.77827","800.42","800.42","1600.84","1600.84"
"9258","093329776-0030","NJ310-E-XL-TVP2-C3>A","62.77827","800.42","800.42","1600.84","1600.84"
"9259","016736303-0040","NJ310-E-XL-TVP2-C4","67.641735","862.43","862.43","1724.86","1724.86"
"9260","038260840-0040","NJ310-E-XL-TVP2-QP51-C4","86.25310499999999","1099.73","1099.73","2199.46","2199.46"
"9261","039459365-0030","NJ311-E-XL-JP1-C3","93.26109","1189.08","1189.08","2378.16","2378.16"
"9262","038966824-0030","NJ311-E-XL-JP3-C3","93.27385499999998","1189.24","1189.24","2378.48","2378.48"
"9263","038260867-0000","NJ311-E-XL-M1","135.168585","1723.4","1723.4","3446.8","3446.8"
"9264","038260867-0030","NJ311-E-XL-M1-C3","135.168585","1723.4","1723.4","3446.8","3446.8"
"9265","038260867-0040","NJ311-E-XL-M1-C4","161.32406999999998","2056.88","2056.88","4113.76","4113.76"
"9266","038480018-0040","NJ311-E-XL-M1A-C4","161.32406999999998","2056.88","2056.88","4113.76","4113.76"
"9267","016736346-0000","NJ311-E-XL-TVP2","72.45414","923.79","923.79","1847.58","1847.58"
"9268","016736346-0030","NJ311-E-XL-TVP2-C3","72.45414","923.79","923.79","1847.58","1847.58"
"9269","016736346-0040","NJ311-E-XL-TVP2-C4","90.29960999999999","1151.32","1151.32","2302.64","2302.64"
"9270","038907917-0040","NJ311-E-XL-TVP2-QP51-C4","99.567","1269.48","1269.48","2538.96","2538.96"
"9271","039076636-0030","NJ312-E-XL-JP3-C3","112.66389000000001","1436.46","1436.46","2872.92","2872.92"
"9272","019228058-0000","NJ312-E-XL-M1","163.26435","2081.62","2081.62","4163.24","4163.24"
"9273","019228058-0030","NJ312-E-XL-M1-C3","163.26435","2081.62","2081.62","4163.24","4163.24"
"9274","039018059-0040","NJ312-E-XL-M1-F1-C4","184.0713","2346.91","2346.91","4693.82","4693.82"
"9275","038260891-0030","NJ312-E-XL-M1A-C3","163.26435","2081.62","2081.62","4163.24","4163.24"
"9276","038260891-0040","NJ312-E-XL-M1A-C4","163.26435","2081.62","2081.62","4163.24","4163.24"
"9277","016736400-0000","NJ312-E-XL-TVP2","86.77647","1106.4","1106.4","2212.8","2212.8"
"9278","016736400-0030","NJ312-E-XL-TVP2-C3","86.77647","1106.4","1106.4","2212.8","2212.8"
"9279","016736400-0040","NJ312-E-XL-TVP2-C4","112.89366","1439.39","1439.39","2878.78","2878.78"
"9280","038260905-0040","NJ312-E-XL-TVP2-QP51-C4","119.25063","1520.45","1520.45","3040.9","3040.9"
"9281","081726996-0000","NJ313-E-XL-JP3","127.59893999999998","1626.89","1626.89","3253.78","3253.78"
"9282","019228198-0000","NJ313-E-XL-M1","184.875495","2357.16","2357.16","4714.32","4714.32"
"9283","019228198-0030","NJ313-E-XL-M1-C3","184.875495","2357.16","2357.16","4714.32","4714.32"
"9284","019228198-0040","NJ313-E-XL-M1-C4","184.90102500000003","2357.49","2357.49","4714.98","4714.98"
"9285","019228236-0000","NJ313-E-XL-M1-F1-T51F","213.366975","2720.43","2720.43","5440.86","5440.86"
"9286","038260930-0040","NJ313-E-XL-M1A-C4","184.875495","2357.16","2357.16","4714.32","4714.32"
"9287","016736435-0000","NJ313-E-XL-TVP2","105.55378499999999","1345.81","1345.81","2691.62","2691.62"
"9288","016736435-0030","NJ313-E-XL-TVP2-C3","105.55378499999999","1345.81","1345.81","2691.62","2691.62"
"9289","016736435-0040","NJ313-E-XL-TVP2-C4","121.72704","1552.02","1552.02","3104.04","3104.04"
"9290","038260948-0040","NJ313-E-XL-TVP2-QP51-C4","145.06146","1849.53","1849.53","3699.06","3699.06"
"9291","039076644-0000","NJ314-E-XL-JP3","148.3293","1891.2","1891.2","3782.4","3782.4"
"9292","039076644-0030","NJ314-E-XL-JP3-C3","148.3293","1891.2","1891.2","3782.4","3782.4"
"9293","019228333-0000","NJ314-E-XL-M1","214.98812999999998","2741.1","2741.1","5482.2","5482.2"
"9294","019228333-0030","NJ314-E-XL-M1-C3","214.98812999999998","2741.1","2741.1","5482.2","5482.2"
"9295","019228333-0040","NJ314-E-XL-M1-C4","220.22178","2807.83","2807.83","5615.66","5615.66"
"9296","038260956-0040","NJ314-E-XL-M1-F1-C4","247.33463999999998","3153.52","3153.52","6307.04","6307.04"
"9297","019228376-0000","NJ314-E-XL-M1-F1-T51F","253.24483499999997","3228.87","3228.87","6457.74","6457.74"
"9298","019228392-0030","NJ314-E-XL-M1A-C3","214.98812999999998","2741.1","2741.1","5482.2","5482.2"
"9299","016736451-0000","NJ314-E-XL-TVP2","125.569305","1601.01","1601.01","3202.02","3202.02"
"9300","016736451-0030","NJ314-E-XL-TVP2-C3","125.569305","1601.01","1601.01","3202.02","3202.02"
"9301","016736451-0040","NJ314-E-XL-TVP2-C4","143.24883","1826.42","1826.42","3652.84","3652.84"
"9302","039076652-0000","NJ315-E-XL-JP3","174.86773499999998","2229.56","2229.56","4459.12","4459.12"
"9303","019228473-0000","NJ315-E-XL-M1","253.372485","3230.5","3230.5","6461","6461"
"9304","019228473-0030","NJ315-E-XL-M1-C3","253.372485","3230.5","3230.5","6461","6461"
"9305","019228473-0040","NJ315-E-XL-M1-C4","259.53798","3309.11","3309.11","6618.22","6618.22"
"9306","038260980-0040","NJ315-E-XL-M1-F1-C4","290.68458","3706.23","3706.23","7412.46","7412.46"
"9307","038260972-0000","NJ315-E-XL-M1-F1-T51F","299.505195","3818.69","3818.69","7637.38","7637.38"
"9308","016736516-0000","NJ315-E-XL-TVP2","147.44851500000001","1879.97","1879.97","3759.94","3759.94"
"9309","016736516-0030","NJ315-E-XL-TVP2-C3","147.44851500000001","1879.97","1879.97","3759.94","3759.94"
"9310","016736516-0040","NJ315-E-XL-TVP2-C4","163.85154","2089.11","2089.11","4178.22","4178.22"
"9311","019228546-0000","NJ316-E-XL-M1","295.73952","3770.68","3770.68","7541.36","7541.36"
"9312","019228546-0030","NJ316-E-XL-M1-C3","295.73952","3770.68","3770.68","7541.36","7541.36"
"9313","019228546-0040","NJ316-E-XL-M1-C4","341.987115","4360.34","4360.34","8720.68","8720.68"
"9314","038261014-0040","NJ316-E-XL-M1A-C4","341.987115","4360.34","4360.34","8720.68","8720.68"
"9315","016736567-0000","NJ316-E-XL-TVP2","181.83742500000002","2318.43","2318.43","4636.86","4636.86"
"9316","016736567-0030","NJ316-E-XL-TVP2-C3","181.83742500000002","2318.43","2318.43","4636.86","4636.86"
"9317","016736567-0040","NJ316-E-XL-TVP2-C4","192.023895","2448.3","2448.3","4896.6","4896.6"
"9318","019228619-0000","NJ317-E-XL-M1","352.03317","4488.42","4488.42","8976.84","8976.84"
"9319","019228619-0030","NJ317-E-XL-M1-C3","352.03317","4488.42","4488.42","8976.84","8976.84"
"9320","019228619-0040","NJ317-E-XL-M1-C4","407.07585000000006","5190.22","5190.22","10380.44","10380.44"
"9321","038481065-0000","NJ317-E-XL-M1-F1-T51F","469.739235","5989.18","5989.18","11978.36","11978.36"
"9322","038261030-0030","NJ317-E-XL-M1A-C3","352.03317","4488.42","4488.42","8976.84","8976.84"
"9323","016736591-0000","NJ317-E-XL-TVP2","227.995665","2906.94","2906.94","5813.88","5813.88"
"9324","016736591-0030","NJ317-E-XL-TVP2-C3","227.995665","2906.94","2906.94","5813.88","5813.88"
"9325","016736591-0040","NJ317-E-XL-TVP2-C4","236.063145","3009.81","3009.81","6019.62","6019.62"
"9326","019228708-0000","NJ318-E-XL-M1","413.93065499999994","5277.62","5277.62","10555.24","10555.24"
"9327","019228708-0030","NJ318-E-XL-M1-C3","413.93065499999994","5277.62","5277.62","10555.24","10555.24"
"9328","019228708-0040","NJ318-E-XL-M1-C4","478.623675","6102.45","6102.45","12204.9","12204.9"
"9329","038057670-0040","NJ318-E-XL-M1-F1-C4","536.15553","6835.98","6835.98","13671.96","13671.96"
"9330","038575515-0000","NJ318-E-XL-M1-F1-T51F","552.992565","7050.66","7050.66","14101.32","14101.32"
"9331","038261057-0030","NJ318-E-XL-M1A-C3","413.93065499999994","5277.62","5277.62","10555.24","10555.24"
"9332","016736605-0000","NJ318-E-XL-TVP2","255.96378","3263.54","3263.54","6527.08","6527.08"
"9333","016736605-0030","NJ318-E-XL-TVP2-C3","255.96378","3263.54","3263.54","6527.08","6527.08"
"9334","019228830-0000","NJ319-E-XL-M1","450.42579","5742.93","5742.93","11485.86","11485.86"
"9335","019228830-0030","NJ319-E-XL-M1-C3","450.42579","5742.93","5742.93","11485.86","11485.86"
"9336","019228830-0040","NJ319-E-XL-M1-C4","504.996165","6438.7","6438.7","12877.4","12877.4"
"9337","016736613-0000","NJ319-E-XL-TVP2","281.54484","3589.7","3589.7","7179.4","7179.4"
"9338","016736613-0030","NJ319-E-XL-TVP2-C3","281.54484","3589.7","3589.7","7179.4","7179.4"
"9339","016736613-0040","NJ319-E-XL-TVP2-C4","311.14687499999997","3967.12","3967.12","7934.24","7934.24"
"9340","019228902-0000","NJ320-E-XL-M1","531.17718","6772.51","6772.51","13545.02","13545.02"
"9341","019228902-0030","NJ320-E-XL-M1-C3","531.17718","6772.51","6772.51","13545.02","13545.02"
"9342","038261073-0040","NJ320-E-XL-M1-F1-C4","653.989245","8338.36","8338.36","16676.72","16676.72"
"9343","038261090-0040","NJ320-E-XL-M1A-C4","583.92216","7445.01","7445.01","14890.02","14890.02"
"9344","016736656-0000","NJ320-E-XL-TVP2","378.71202","4828.58","4828.58","9657.16","9657.16"
"9345","016736656-0030","NJ320-E-XL-TVP2-C3","378.71202","4828.58","4828.58","9657.16","9657.16"
"9346","016736672-0000","NJ321-E-XL-M1","486.21885","6199.29","6199.29","12398.58","12398.58"
"9347","016736672-0030","NJ321-E-XL-M1-C3","486.21885","6199.29","6199.29","12398.58","12398.58"
"9348","016736672-0040","NJ321-E-XL-M1-C4","562.2216599999999","7168.33","7168.33","14336.66","14336.66"
"9349","019229054-0000","NJ322-E-XL-M1","703.951455","8975.38","8975.38","17950.76","17950.76"
"9350","019229054-0030","NJ322-E-XL-M1-C3","703.951455","8975.38","8975.38","17950.76","17950.76"
"9351","019229054-0040","NJ322-E-XL-M1-C4","755.113575","9627.7","9627.7","19255.4","19255.4"
"9352","038261154-0040","NJ322-E-XL-M1-F1-C4","845.7195449999999","10782.92","10782.92","21565.84","21565.84"
"9353","038261162-0030","NJ322-E-XL-M1A-C3","703.96422","8975.54","8975.54","17951.08","17951.08"
"9354","019229151-0000","NJ322-E-XL-TVP2","486.21885","6199.29","6199.29","12398.58","12398.58"
"9355","019229151-0030","NJ322-E-XL-TVP2-C3","486.21885","6199.29","6199.29","12398.58","12398.58"
"9356","019229194-0000","NJ324-E-XL-M1","716.55051","9136.02","9136.02","18272.04","18272.04"
"9357","019229194-0030","NJ324-E-XL-M1-C3","716.55051","9136.02","9136.02","18272.04","18272.04"
"9358","019229194-0040","NJ324-E-XL-M1-C4","767.725395","9788.5","9788.5","19577","19577"
"9359","038261170-0040","NJ324-E-XL-M1-F1-C4","818.5939200000001","10437.07","10437.07","20874.14","20874.14"
"9360","019004559-0000","NJ324-E-XL-TVP2","588.606915","7504.74","7504.74","15009.48","15009.48"
"9361","019004559-0030","NJ324-E-XL-TVP2-C3","588.606915","7504.74","7504.74","15009.48","15009.48"
"9362","019229330-0000","NJ326-E-XL-M1","934.283115","11912.11","11912.11","23824.22","23824.22"
"9363","019229330-0030","NJ326-E-XL-M1-C3","934.283115","11912.11","11912.11","23824.22","23824.22"
"9364","019229330-0040","NJ326-E-XL-M1-C4","947.2523550000001","12077.47","12077.47","24154.94","24154.94"
"9365","038261197-0040","NJ326-E-XL-M1-F1-C4","1060.89915","13526.46","13526.46","27052.92","27052.92"
"9366","019229364-0000","NJ326-E-XL-TVP2","716.55051","9136.02","9136.02","18272.04","18272.04"
"9367","019229364-0030","NJ326-E-XL-TVP2-C3","716.55051","9136.02","9136.02","18272.04","18272.04"
"9368","019229364-0040","NJ326-E-XL-TVP2-C4","766.89567","9777.92","9777.92","19555.84","19555.84"
"9369","016736729-0000","NJ328-E-XL-M1","1393.7465249999998","17770.27","17770.27","35540.54","35540.54"
"9370","016736729-0030","NJ328-E-XL-M1-C3","1393.7465249999998","17770.27","17770.27","35540.54","35540.54"
"9371","016736729-0040","NJ328-E-XL-M1-C4","1412.9323200000001","18014.89","18014.89","36029.78","36029.78"
"9372","019007884-0000","NJ330-E-XL-M1","1509.9590850000002","19251.98","19251.98","38503.96","38503.96"
"9373","019007884-0030","NJ330-E-XL-M1-C3","1509.9590850000002","19251.98","19251.98","38503.96","38503.96"
"9374","019007906-0000","NJ332-E-M1","1689.103095","21536.06","21536.06","43072.12","43072.12"
"9375","019007906-0030","NJ332-E-M1-C3","1689.103095","21536.06","21536.06","43072.12","43072.12"
"9376","079960170-0030","NJ334-E-TB-M1-C3","2098.553235","26756.55","26756.55","53513.1","53513.1"
"9377","019229488-0030","NJ336-E-M1-C3","2508.054435","31977.69","31977.69","63955.38","63955.38"
"9378","038908310-0030","NJ336-E-M1A-C3","2455.65411","31309.59","31309.59","62619.18","62619.18"
"9379","080091105-0030","NJ336-E-TB-M1-C3","2455.65411","31309.59","31309.59","62619.18","62619.18"
"9380","038908344-0030","NJ340-E-M1-C3","3403.78725","43398.29","43398.29","86796.58","86796.58"
"9381","080113443-0030","NJ340-E-TB-M1-C3","3072.241905","39171.08","39171.08","78342.16","78342.16"
"9382","080121969-0030","NJ344-E-TB-M1-C3","3574.0851150000003","45569.59","45569.59","91139.18","91139.18"
"9383","080151728-0030","NJ348-E-TB-M1-C3","5169.442050000001","65910.39","65910.39","131820.78","131820.78"
"9384","080170595-0030","NJ356-E-TB-M1-C3","6764.786219999999","86251.02","86251.02","172502.04","172502.04"
"9385","084539321-0030","NJ364-E-TB-M1-C3","10012.980884999999","127665.51","127665.51","255331.02","255331.02"
"9386","038261227-0000","NJ405-XL-M","93.58021500000002","1193.15","1193.15","2386.3","2386.3"
"9387","019229623-0000","NJ406-XL-M1","98.737275","1258.9","1258.9","2517.8","2517.8"
"9388","019229623-0030","NJ406-XL-M1-C3","98.737275","1258.9","1258.9","2517.8","2517.8"
"9389","038261243-0030","NJ406-XL-M1A-C3","98.737275","1258.9","1258.9","2517.8","2517.8"
"9390","016736761-0000","NJ407-XL","80.59821","1027.63","1027.63","2055.26","2055.26"
"9391","016736761-0030","NJ407-XL-C3","80.59821","1027.63","1027.63","2055.26","2055.26"
"9392","079727506-0040","NJ407-XL-FPAX-T32-C4","201.29128500000002","2566.46","2566.46","5132.92","5132.92"
"9393","019229674-0000","NJ407-XL-M1","118.30602","1508.4","1508.4","3016.8","3016.8"
"9394","019229674-0030","NJ407-XL-M1-C3","118.30602","1508.4","1508.4","3016.8","3016.8"
"9395","038261251-0030","NJ407-XL-M1A-C3","130.088115","1658.62","1658.62","3317.24","3317.24"
"9396","038261260-0000","NJ408-XL-M1","157.660515","2010.17","2010.17","4020.34","4020.34"
"9397","038261260-0030","NJ408-XL-M1-C3","157.660515","2010.17","2010.17","4020.34","4020.34"
"9398","038261278-0030","NJ408-XL-M1A-C3","157.660515","2010.17","2010.17","4020.34","4020.34"
"9399","019229801-0000","NJ409-XL-M1","168.91924500000002","2153.72","2153.72","4307.44","4307.44"
"9400","019229801-0030","NJ409-XL-M1-C3","168.91924500000002","2153.72","2153.72","4307.44","4307.44"
"9401","019229801-0040","NJ409-XL-M1-C4","178.64617499999997","2277.74","2277.74","4555.48","4555.48"
"9402","038908387-0030","NJ409-XL-M1A-C3","168.91924500000002","2153.72","2153.72","4307.44","4307.44"
"9403","038261286-0000","NJ410-XL-M1","216.96670500000002","2766.33","2766.33","5532.66","5532.66"
"9404","038261286-0030","NJ410-XL-M1-C3","216.96670500000002","2766.33","2766.33","5532.66","5532.66"
"9405","038261294-0030","NJ410-XL-M1A-C3","216.96670500000002","2766.33","2766.33","5532.66","5532.66"
"9406","016736796-0000","NJ411-XL-M1","268.613895","3424.83","3424.83","6849.66","6849.66"
"9407","016736796-0030","NJ411-XL-M1-C3","268.613895","3424.83","3424.83","6849.66","6849.66"
"9408","038908409-0040","NJ411-XL-M1A-C4","295.2927450000001","3764.98","3764.98","7529.96","7529.96"
"9409","019229941-0000","NJ412-XL-M1","295.73952","3770.68","3770.68","7541.36","7541.36"
"9410","038261308-0030","NJ412-XL-M1A-C3","295.73952","3770.68","3770.68","7541.36","7541.36"
"9411","038908417-0000","NJ413-XL-M1","337.86402000000004","4307.77","4307.77","8615.54","8615.54"
"9412","038908417-0030","NJ413-XL-M1-C3","337.86402000000004","4307.77","4307.77","8615.54","8615.54"
"9413","019230036-0000","NJ414-XL-M1","383.92014","4894.98","4894.98","9789.96","9789.96"
"9414","019230036-0030","NJ414-XL-M1-C3","383.92014","4894.98","4894.98","9789.96","9789.96"
"9415","019230036-0040","NJ414-XL-M1-C4","422.03643","5380.96","5380.96","10761.92","10761.92"
"9416","038908425-0030","NJ414-XL-M1A-C3","383.92014","4894.98","4894.98","9789.96","9789.96"
"9417","038908476-0030","NJ415-XL-M1-C3","460.66332","5873.46","5873.46","11746.92","11746.92"
"9418","019230109-0000","NJ416-XL-M1","486.21885","6199.29","6199.29","12398.58","12398.58"
"9419","019230109-0040","NJ416-XL-M1-C4","516.739965","6588.43","6588.43","13176.86","13176.86"
"9420","016736842-0000","NJ417-XL-M1","639.83286","8157.87","8157.87","16315.74","16315.74"
"9421","016736850-0000","NJ418-XL-M1","742.1570999999999","9462.5","9462.5","18925","18925"
